Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Louis Smolka,Louis Smolka,Jose Quinonez,0-0,59-43,3-2,0-0,Bantamweight,KO/TKO-Punches,2,2:15
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Ilia Topuria,Ilia Topuria,Damon Jackson,1-0,31-16,0-0,0-0,Featherweight,KO/TKO-Punch,1,2:38
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Jake Collier,Jake Collier,Gian Villante,0-0,123-80,0-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Anthony Smith,Anthony Smith,Devin Clark,0-0,1-1,1-0,1-0,Light Heavyweight,SUB-Triangle-Choke,1,2:34
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Miguel Baeza,Miguel Baeza,Takashi Sato,0-0,40-15,1-0,1-0,Welterweight,SUB-Arm-Triangle,2,4:28
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Parker Porter,Parker Porter,Josh Parisian,0-0,126-114,2-0,1-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Bill Algeo,Bill Algeo,Spike Carlyle,0-0,70-23,1-4,0-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Norma Dumont,Norma Dumont,Ashlee Evans-Smith,1-0,94-42,2-0,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Jonathan Pearce,Jonathan Pearce,Kai Kamaka,0-0,51-47,5-1,1-1,Featherweight,KO/TKO-Punches,2,4:28
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Anderson Dos Santos,Anderson Dos Santos,Martin Day,0-0,11-9,1-1,1-0,Bantamweight,SUB-Guillotine-Choke,1,4:35
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Gina Mazany,Gina Mazany,Rachael Ostovich,1-0,72-41,7-0,1-0,Women's Flyweight,KO/TKO-Kick,3,4:10
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Sumudaerji,Sumudaerji,Malcolm Gordon,1-0,9-0,0-0,0-0,Flyweight,KO/TKO-Punches,1,0:44
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Nate Maness,Nate Maness,Luke Sanders,1-0,33-55,1-0,1-0,Catch Weight,SUB-Rear-Naked-Choke,2,2:29
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Deiveson Figueiredo,Deiveson Figueiredo,Alex Perez,0-0,5-6,0-0,1-0,Flyweight,SUB-Guillotine-Choke,1,1:57
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Valentina Shevchenko,Valentina Shevchenko,Jennifer Maia,0-0,62-36,5-1,0-0,Women's Flyweight,U-DEC,5,5:00
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Tim Means,Tim Means,Mike Perry,0-0,128-64,0-1,0-2,Welterweight,U-DEC,3,5:00
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Katlyn Cerminara,Katlyn Cerminara,Cynthia Calvillo,0-0,69-60,0-1,0-0,Women's Flyweight,U-DEC,3,5:00
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Paul Craig,Paul Craig,Mauricio Rua,0-0,29-10,4-0,0-0,Light Heavyweight,KO/TKO-Punches,2,3:36
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Brandon Moreno,Brandon Moreno,Brandon Royval,0-0,16-17,2-0,2-0,Flyweight,KO/TKO-Punches,1,4:59
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Joaquin Buckley,Joaquin Buckley,Jordan Wright,2-0,43-18,0-0,0-0,Middleweight,KO/TKO-Punches,2,0:18
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Antonina Shevchenko,Antonina Shevchenko,Ariane da Silva,0-0,39-15,1-0,0-0,Women's Flyweight,KO/TKO-Punches,2,4:33
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Nicolas Dalby,Nicolas Dalby,Daniel Rodriguez,0-0,50-83,0-0,0-0,Welterweight,U-DEC,3,5:00
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Alan Jouban,Alan Jouban,Jared Gooden,0-0,168-100,0-1,2-0,Welterweight,U-DEC,3,5:00
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Kyle Daukaus,Kyle Daukaus,Dustin Stoltzfus,0-0,64-32,2-0,1-0,Middleweight,U-DEC,3,5:00
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Sasha Palatnikov,Sasha Palatnikov,Louis Cosce,0-1,125-99,1-1,0-0,Welterweight,KO/TKO-Punches,3,2:47
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Rafael Dos Anjos,Rafael Dos Anjos,Paul Felder,0-0,92-98,6-1,0-0,Lightweight,S-DEC,5,5:00
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Khaos Williams,Khaos Williams,Abdul Razak Alhassan,1-0,5-2,0-0,0-0,Welterweight,KO/TKO-Punch,1,0:30
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Ashley Yoder,Ashley Yoder,Miranda Granger,0-0,26-33,2-0,3-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Sean Strickland,Sean Strickland,Brendan Allen,1-0,94-51,1-0,0-0,Catch Weight,KO/TKO-Punches,2,1:32
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Cory McKenna,Cory McKenna,Kay Hansen,0-0,57-67,0-2,0-2,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Kanako Murata,Kanako Murata,Randa Markos,0-0,29-29,4-0,2-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Tony Gravely,Tony Gravely,Geraldo de Freitas,0-0,49-76,7-1,0-0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Alex Morono,Alex Morono,Rhys McKee,0-0,176-124,3-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Don'Tale Mayes,Don'Tale Mayes,Roque Martinez,0-0,59-58,1-1,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Glover Teixeira,Glover Teixeira,Thiago Santos,0-1,46-40,4-0,2-0,Light Heavyweight,SUB-Rear-Naked-Choke,3,1:49
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Andrei Arlovski,Andrei Arlovski,Tanner Boser,0-0,34-68,0-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Raoni Barcelos,Raoni Barcelos,Khalid Taha,0-0,120-49,2-0,1-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Giga Chikadze,Giga Chikadze,Jamey Simmons,1-0,8-2,0-0,0-0,Featherweight,KO/TKO-Kick,1,3:51
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Yan Xiaonan,Yan Xiaonan,Claudia Gadelha,0-0,74-36,0-2,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Trevin Giles,Trevin Giles,Bevon Lewis,2-0,38-26,1-0,0-0,Middleweight,KO/TKO-Punches,3,1:26
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Alexandr Romanov,Alexandr Romanov,Marcos Rogerio de Lima,0-0,6-18,2-0,1-0,Heavyweight,SUB-Forearm-Choke,1,4:48
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Darren Elkins,Darren Elkins,Eduardo Garagorri,0-0,32-36,7-0,1-0,Featherweight,SUB-Rear-Naked-Choke,3,2:22
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Max Griffin,Max Griffin,Ramiz Brahimaj,0-0,74-45,0-0,0-0,Welterweight,KO/TKO-Elbow,3,2:03
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Gustavo Lopez,Gustavo Lopez,Anthony Birchak,0-0,26-17,2-0,1-0,Bantamweight,SUB-Rear-Naked-Choke,1,2:43
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Uriah Hall,Uriah Hall,Anderson Silva,2-0,60-53,0-0,0-0,Middleweight,KO/TKO-Punches,4,1:24
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Bryce Mitchell,Bryce Mitchell,Andre Fili,0-0,46-27,7-0,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Greg Hardy,Greg Hardy,Maurice Greene,1-0,46-17,1-0,0-0,Heavyweight,KO/TKO-Punches,2,1:12
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Kevin Holland,Kevin Holland,Charlie Ontiveros,0-0,11-2,2-0,0-0,Middleweight,SUB-Injury,1,2:39
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Thiago Moises,Thiago Moises,King Green,0-0,42-85,2-2,1-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Alexander Hernandez,Alexander Hernandez,Chris Gruetzemacher,1-0,29-8,0-0,0-0,Lightweight,KO/TKO-Punches,1,1:46
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Adrian Yanez,Adrian Yanez,Victor Rodriguez,1-0,17-6,0-0,0-0,Bantamweight,KO/TKO-Kick,1,2:46
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Sean Strickland,Sean Strickland,Jack Marshman,0-0,106-48,0-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Jason Witt,Jason Witt,Cole Williams,0-0,20-1,2-0,1-0,Welterweight,SUB-Arm-Triangle,2,2:09
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Dustin Jacoby,Dustin Jacoby,Justin Ledet,2-0,22-10,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,2:38
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Miles Johns,Miles Johns,Kevin Natividad,1-0,48-33,0-0,0-0,Bantamweight,KO/TKO-Punch,3,2:51
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Khabib Nurmagomedov,Khabib Nurmagomedov,Justin Gaethje,0-0,26-29,2-0,1-0,Lightweight,SUB-Triangle-Choke,2,1:34
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Robert Whittaker,Robert Whittaker,Jared Cannonier,1-0,69-53,0-0,0-0,Middleweight,U-DEC,3,5:00
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Alexander Volkov,Alexander Volkov,Walt Harris,0-0,45-16,0-0,0-0,Heavyweight,KO/TKO-Kick,2,1:15
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Phil Hawes,Phil Hawes,Jacob Malkoun,1-0,7-0,0-0,0-0,Middleweight,KO/TKO-Punches,1,0:18
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Lauren Murphy,Lauren Murphy,Liliya Shakirova,0-0,22-23,1-0,1-0,Women's Flyweight,SUB-Rear-Naked-Choke,2,3:31
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Magomed Ankalaev,Magomed Ankalaev,Ion Cutelaba,2-0,21-11,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,4:19
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Tai Tuivasa,Tai Tuivasa,Stefan Struve,1-0,27-13,0-0,0-0,Heavyweight,KO/TKO-Punches,1,4:59
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Casey Kenney,Casey Kenney,Nathaniel Wood,0-0,123-136,2-0,0-0,Catch Weight,U-DEC,3,5:00
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Shavkat Rakhmonov,Shavkat Rakhmonov,Alex Oliveira,0-0,13-9,0-0,1-0,Welterweight,SUB-Guillotine-Choke,1,4:40
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Draw,Da Woon Jung,Sam Alvey,1-0,56-59,0-0,0-0,Light Heavyweight,S-DEC,3,5:00
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Miranda Maverick,Miranda Maverick,Liana Jojua,0-0,49-30,0-0,0-0,Women's Flyweight,KO/TKO,1,5:00
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Joel Alvarez,Joel Alvarez,Alexander Yakovlev,0-0,4-1,0-1,2-0,Lightweight,SUB-Armbar,1,3:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Brian Ortega,Brian Ortega,Chan Sung Jung,2-0,127-62,3-0,0-0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Jessica Andrade,Jessica Andrade,Katlyn Cerminara,1-0,28-19,2-0,0-0,Women's Flyweight,KO/TKO-Punch,1,4:55
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Jimmy Crute,Jimmy Crute,Modestas Bukauskas,2-0,17-7,0-0,0-0,Light Heavyweight,KO/TKO-Punches,1,2:01
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",James Krause,James Krause,Claudio Silva,0-0,94-64,0-2,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Jonathan Martinez,Jonathan Martinez,Thomas Almeida,0-0,73-64,0-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Guram Kutateladze,Guram Kutateladze,Mateusz Gamrot,1-0,37-52,0-5,0-0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Gillian Robertson,Gillian Robertson,Poliana Botelho,0-0,57-22,3-0,0-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",JunYong Park,JunYong Park,John Phillips,0-0,10-5,4-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Fares Ziam,Fares Ziam,Jamie Mullarkey,0-0,47-20,1-5,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Maxim Grishin,Maxim Grishin,Gadzhimurad Antigulov,0-0,34-12,1-1,0-0,Light Heavyweight,KO/TKO-Punches,2,4:58
UFC Fight Night: Ortega vs. The Korean Zombie,"October 17, 2020",Said Nurmagomedov,Said Nurmagomedov,Mark Striegl,0-0,18-3,0-0,0-0,Bantamweight,KO/TKO-Punches,1,0:51
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Cory Sandhagen,Cory Sandhagen,Marlon Moraes,1-0,38-14,0-1,0-0,Bantamweight,KO/TKO-Kick,2,1:03
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Edson Barboza,Edson Barboza,Makwan Amirkhani,2-0,32-11,0-3,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Marcin Tybura,Marcin Tybura,Ben Rothwell,0-0,94-89,1-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Dricus Du Plessis,Dricus Du Plessis,Markus Perez,1-0,26-14,0-0,0-0,Middleweight,KO/TKO-Punch,1,3:22
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Tom Aspinall,Tom Aspinall,Alan Baudot,0-0,16-3,1-0,0-0,Heavyweight,KO/TKO-Punches,1,1:35
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Ilia Topuria,Ilia Topuria,Youssef Zalal,0-0,13-17,5-0,5-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Tom Breese,Tom Breese,KB Bhullar,1-0,17-2,0-0,0-0,Middleweight,KO/TKO-Punch,1,1:42
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Chris Daukaus,Chris Daukaus,Rodrigo Nascimento,2-0,13-1,0-0,0-0,Heavyweight,KO/TKO-Punches,1,0:45
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Joaquin Buckley,Joaquin Buckley,Impa Kasanganay,1-0,29-28,1-0,0-0,Middleweight,KO/TKO-Spinning-Back-Kick,2,2:03
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Tony Kelley,Tony Kelley,Ali AlQaisi,0-0,23-29,0-5,4-1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Giga Chikadze,Giga Chikadze,Omar Morales,1-0,65-34,0-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Tracy Cortez,Tracy Cortez,Stephanie Egger,0-0,20-10,3-1,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Moraes vs. Sandhagen,"October 10, 2020",Tagir Ulanbekov,Tagir Ulanbekov,Bruno Silva,0-0,46-47,5-4,0-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Holly Holm,Holly Holm,Irene Aldana,0-0,154-69,5-0,0-0,Women's Bantamweight,U-DEC,5,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Carlos Felipe,Carlos Felipe,Yorgan De Castro,0-0,78-48,0-0,0-0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Germaine de Randamie,Germaine de Randamie,Julianna Pena,0-0,37-27,0-3,2-0,Women's Bantamweight,SUB-Guillotine-Choke,3,3:25
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Kyler Phillips,Kyler Phillips,Cameron Else,0-0,32-11,2-0,0-0,Bantamweight,KO/TKO-Elbows,2,0:44
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Dusko Todorovic,Dusko Todorovic,Dequan Townsend,0-0,85-13,1-0,0-0,Middleweight,KO/TKO-Punches,2,3:15
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Carlos Condit,Carlos Condit,Court McGee,1-0,88-84,0-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Draw,Charles Jourdain,Josh Culibao,0-1,44-46,0-0,3-0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Nassourdine Imavov,Nassourdine Imavov,Jordan Williams,0-0,68-30,1-0,4-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Loma Lookboonmee,Loma Lookboonmee,Jinh Yu Frey,0-0,80-26,0-1,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Casey Kenney,Casey Kenney,Alatengheili,0-0,109-46,0-0,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Holm vs. Aldana,"October 03, 2020",Luigi Vendramini,Luigi Vendramini,Jessin Ayari,1-0,13-2,0-0,0-0,Lightweight,KO/TKO-Kick,1,1:12
UFC 253: Adesanya vs. Costa,"September 26, 2020",Israel Adesanya,Israel Adesanya,Paulo Costa,1-0,55-12,0-0,0-0,Middleweight,KO/TKO-Punch,2,3:59
UFC 253: Adesanya vs. Costa,"September 26, 2020",Jan Blachowicz,Jan Blachowicz,Dominick Reyes,1-0,41-21,0-0,0-0,Light Heavyweight,KO/TKO-Punch,2,4:36
UFC 253: Adesanya vs. Costa,"September 26, 2020",Brandon Royval,Brandon Royval,Kai Kara-France,2-1,39-22,0-0,1-0,Flyweight,SUB-Guillotine-Choke,2,0:48
UFC 253: Adesanya vs. Costa,"September 26, 2020",Ketlen Vieira,Ketlen Vieira,Sijara Eubanks,0-0,68-69,2-0,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,"September 26, 2020",Hakeem Dawodu,Hakeem Dawodu,Zubaira Tukhugov,0-0,69-35,0-1,0-0,Featherweight,S-DEC,3,5:00
UFC 253: Adesanya vs. Costa,"September 26, 2020",Brad Riddell,Brad Riddell,Alex Da Silva,0-0,67-54,1-3,0-1,Lightweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,"September 26, 2020",Jake Matthews,Jake Matthews,Diego Sanchez,1-0,72-25,1-0,0-0,Welterweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,"September 26, 2020",Ludovit Klein,Ludovit Klein,Shane Young,1-0,9-4,0-0,0-0,Featherweight,KO/TKO-Kick,1,1:16
UFC 253: Adesanya vs. Costa,"September 26, 2020",William Knight,William Knight,Aleksa Camur,0-0,38-17,4-1,1-0,Light Heavyweight,U-DEC,3,5:00
UFC 253: Adesanya vs. Costa,"September 26, 2020",Juan Espino,Juan Espino,Jeff Hughes,0-0,10-0,5-0,1-0,Heavyweight,SUB-Scarf-Hold,1,3:48
UFC 253: Adesanya vs. Costa,"September 26, 2020",Danilo Marques,Danilo Marques,Khadis Ibragimov,0-0,16-19,4-0,0-1,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Colby Covington,Colby Covington,Tyron Woodley,0-0,78-34,3-1,0-0,Welterweight,KO/TKO,5,1:19
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",NC,Donald Cerrone,Niko Price,0-0,113-150,0-0,0-0,Welterweight,Overturned,3,5:00
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Khamzat Chimaev,Khamzat Chimaev,Gerald Meerschaert,1-0,4-0,0-0,0-0,Middleweight,KO/TKO-Punch,1,0:17
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Johnny Walker,Johnny Walker,Ryan Spann,0-2,26-7,0-2,0-0,Light Heavyweight,KO/TKO-Punches,1,2:43
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Mackenzie Dern,Mackenzie Dern,Randa Markos,0-0,9-3,0-0,5-0,Women's Strawweight,SUB-Armbar,1,3:44
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Kevin Holland,Kevin Holland,Darren Stewart,0-0,74-57,0-3,0-0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",David Dvorak,David Dvorak,Jordan Espinosa,0-0,68-50,0-0,0-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Damon Jackson,Damon Jackson,Mirsad Bektic,0-0,12-13,0-7,7-0,Featherweight,SUB-Guillotine-Choke,3,1:21
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Mayra Bueno Silva,Mayra Bueno Silva,Mara Romero Borella,0-0,2-6,0-1,1-0,Women's Flyweight,SUB-Armbar,1,2:29
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Jessica-Rose Clark,Jessica-Rose Clark,Sarah Alpar,0-0,76-12,1-2,0-0,Women's Bantamweight,KO/TKO-Knee,3,4:21
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Darrick Minner,Darrick Minner,TJ Laramie,0-0,15-0,0-0,1-0,Featherweight,SUB-Guillotine-Choke,1,0:52
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Randy Costa,Randy Costa,Journey Newson,1-0,4-1,0-0,0-0,Bantamweight,KO/TKO-Kick,1,0:41
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Andre Ewell,Andre Ewell,Irwin Rivera,0-0,123-81,0-1,0-0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Covington vs. Woodley,"September 19, 2020",Tyson Nam,Tyson Nam,Jerome Rivera,1-0,36-30,0-0,0-0,Bantamweight,KO/TKO-Punches,2,0:34
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Michelle Waterson-Gomez,Michelle Waterson-Gomez,Angela Hill,0-0,128-131,1-0,0-0,Women's Strawweight,S-DEC,5,5:00
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Ottman Azaitar,Ottman Azaitar,Khama Worthy,0-0,16-1,0-0,0-0,Lightweight,KO/TKO-Punches,1,1:33
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Roxanne Modafferi,Roxanne Modafferi,Andrea Lee,0-0,60-97,4-3,0-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Ed Herman,Ed Herman,Mike Rodriguez,0-2,40-89,2-0,1-0,Light Heavyweight,SUB-Kimura,3,2:41
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",King Green,King Green,Alan Patrick,0-0,61-19,4-1,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Billy Quarantillo,Billy Quarantillo,Kyle Nelson,1-0,79-56,2-0,0-0,Featherweight,KO/TKO-Punch,3,0:07
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Sijara Eubanks,Sijara Eubanks,Julia Avila,0-0,53-34,3-1,3-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",NC,Roosevelt Roberts,Kevin Croom,0-1,2-5,0-0,0-1,Lightweight,Overturned-Guillotine-Choke,1,0:31
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Alexandr Romanov,Alexandr Romanov,Roque Martinez,0-0,55-7,4-0,2-0,Heavyweight,SUB-Arm-Triangle,2,4:22
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Jalin Turner,Jalin Turner,Brok Weaver,2-0,66-56,1-1,1-0,Catch Weight,SUB-Rear-Naked-Choke,2,4:20
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Bryan Barberena,Bryan Barberena,Anthony Ivy,0-0,63-36,0-5,2-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Sabina Mazo,Sabina Mazo,Justine Kish,1-0,131-93,0-1,1-0,Women's Flyweight,SUB-Rear-Naked-Choke,3,3:57
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Alistair Overeem,Alistair Overeem,Augusto Sakai,0-0,92-99,3-0,0-0,Heavyweight,KO/TKO-Elbows,5,0:26
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Ovince Saint Preux,Ovince Saint Preux,Alonzo Menifield,1-0,33-19,0-0,0-0,Light Heavyweight,KO/TKO-Punch,2,4:07
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Michel Pereira,Michel Pereira,Zelim Imadaev,0-0,88-23,1-0,1-0,Welterweight,SUB-Rear-Naked-Choke,3,4:39
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Andre Muniz,Andre Muniz,Bartosz Fabinski,0-0,4-5,0-1,2-0,Middleweight,SUB-Armbar,1,2:42
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Brian Kelleher,Brian Kelleher,Ray Rodriguez,0-0,1-1,0-1,1-0,Featherweight,SUB-Guillotine-Choke,1,0:39
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Viviane Araujo,Viviane Araujo,Montana De La Rosa,0-0,82-85,0-1,0-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Hunter Azure,Hunter Azure,Cole Smith,1-0,42-31,5-2,0-3,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Aleksandar Rakic,Aleksandar Rakic,Anthony Smith,1-0,44-9,0-0,0-0,Light Heavyweight,U-DEC,3,5:00
